race_id,race_control_history_available,circuit_race_control_races_previous_3,circuit_safety_car_rate_previous_3,circuit_vsc_rate_previous_3,circuit_red_flag_rate_previous_3,circuit_yellow_flags_avg_previous_3,circuit_incidents_avg_previous_3,circuit_penalties_avg_previous_3,circuit_track_limits_avg_previous_3,circuit_race_disruption_score_avg_previous_3,season_race_control_races_previous_3,season_safety_car_rate_previous_3,season_vsc_rate_previous_3,season_red_flag_rate_previous_3,season_race_disruption_score_avg_previous_3
2011_01,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2011_02,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2011_03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2011_04,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2011_05,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2011_06,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2011_07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2011_08,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2011_09,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2011_10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2011_11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2011_12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2011_13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2011_14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2011_15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2011_16,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2011_17,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2011_18,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2011_19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2012_01,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2012_02,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2012_03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2012_04,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2012_05,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2012_06,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2012_07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2012_08,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2012_09,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2012_10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2012_11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2012_12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2012_13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2012_14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2012_15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2012_16,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2012_17,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2012_18,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2012_19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2012_20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2013_01,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2013_02,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2013_03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2013_04,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2013_05,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2013_06,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2013_07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2013_08,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2013_09,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2013_10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2013_11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2013_12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2013_13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2013_14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2013_15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2013_16,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2013_17,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2013_18,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2013_19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2014_01,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2014_02,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2014_03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2014_04,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2014_05,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2014_06,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2014_07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2014_08,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2014_09,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2014_10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2014_11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2014_12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2014_13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2014_14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2014_15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2014_16,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2014_17,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2014_18,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2014_19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2015_01,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2015_02,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2015_03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2015_04,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2015_05,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2015_06,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2015_07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2015_08,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2015_09,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2015_10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2015_11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2015_12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2015_13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2015_14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2015_15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2015_16,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2015_17,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2015_18,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2015_19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2016_01,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2016_02,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2016_03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2016_04,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2016_05,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2016_06,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2016_07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2016_08,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2016_09,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2016_10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2016_11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2016_12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2016_13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2016_14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2016_15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2016_16,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2016_17,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2016_18,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2016_19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2016_20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2016_21,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2017_01,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2017_02,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2017_03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2017_04,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2017_05,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2017_06,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2017_07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2017_08,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2017_09,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2017_10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2017_11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2017_12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2017_13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2017_14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2017_15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2017_16,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2017_17,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2017_18,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2017_19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2017_20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2018_01,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2018_02,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,41.0
2018_03,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.5,1.0,1.0,45.5
2018_04,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.6666666666666666,0.6666666666666666,1.0,40.0
2018_05,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.6666666666666666,0.3333333333333333,1.0,48.333333333333336
2018_06,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,0.3333333333333333,1.0,41.333333333333336
2018_07,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.6666666666666666,0.6666666666666666,1.0,41.333333333333336
2018_08,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.6666666666666666,0.6666666666666666,1.0,28.666666666666668
2018_09,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.6666666666666666,0.6666666666666666,1.0,36.333333333333336
2018_10,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.6666666666666666,0.6666666666666666,1.0,44.0
2018_11,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.6666666666666666,0.6666666666666666,1.0,53.666666666666664
2018_12,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.6666666666666666,0.3333333333333333,1.0,47.333333333333336
2018_13,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.6666666666666666,0.3333333333333333,1.0,35.666666666666664
2018_14,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.6666666666666666,0.3333333333333333,1.0,22.333333333333332
2018_15,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.6666666666666666,0.3333333333333333,1.0,17.666666666666668
2018_16,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,0.0,1.0,21.0
2018_17,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.6666666666666666,0.0,1.0,20.333333333333332
2018_18,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.6666666666666666,0.3333333333333333,1.0,24.666666666666668
2018_19,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.3333333333333333,0.6666666666666666,1.0,24.0
2018_20,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.3333333333333333,1.0,1.0,27.666666666666668
2018_21,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.6666666666666666,1.0,23.0
2019_01,1,1,1.0,1.0,1.0,14.0,5.0,0.0,0.0,41.0,0,0.0,0.0,0.0,0.0
2019_02,1,1,0.0,1.0,1.0,15.0,7.0,1.0,0.0,50.0,1,0.0,0.0,1.0,10.0
2019_03,1,1,1.0,0.0,1.0,6.0,6.0,2.0,0.0,29.0,2,0.5,0.0,1.0,36.0
2019_04,1,1,1.0,0.0,1.0,22.0,11.0,2.0,0.0,66.0,3,0.3333333333333333,0.3333333333333333,1.0,28.666666666666668
2019_05,1,1,1.0,1.0,1.0,8.0,3.0,1.0,0.0,29.0,3,0.3333333333333333,0.6666666666666666,1.0,39.666666666666664
2019_06,1,1,0.0,1.0,1.0,8.0,7.0,3.0,0.0,29.0,3,0.3333333333333333,0.6666666666666666,1.0,26.333333333333332
2019_07,1,1,1.0,0.0,1.0,6.0,7.0,0.0,0.0,28.0,3,0.6666666666666666,0.3333333333333333,1.0,37.333333333333336
2019_08,1,1,1.0,1.0,1.0,15.0,13.0,3.0,0.0,52.0,3,0.6666666666666666,0.0,1.0,34.333333333333336
2019_09,1,1,0.0,1.0,1.0,15.0,15.0,0.0,0.0,52.0,3,0.3333333333333333,0.3333333333333333,1.0,35.0
2019_10,1,1,1.0,0.0,1.0,19.0,7.0,1.0,0.0,57.0,3,0.0,0.3333333333333333,1.0,22.666666666666668
2019_11,1,1,1.0,0.0,1.0,10.0,4.0,1.0,0.0,33.0,3,0.3333333333333333,0.3333333333333333,1.0,18.666666666666668
2019_12,1,1,0.0,1.0,1.0,2.0,4.0,0.0,0.0,17.0,3,0.6666666666666666,0.3333333333333333,1.0,31.333333333333332
2019_13,1,1,1.0,0.0,1.0,2.0,6.0,0.0,0.0,17.0,3,0.6666666666666666,0.3333333333333333,1.0,32.333333333333336
2019_14,1,1,1.0,0.0,1.0,4.0,4.0,1.0,0.0,19.0,3,0.6666666666666666,0.3333333333333333,1.0,45.666666666666664
2019_15,1,1,1.0,0.0,1.0,4.0,8.0,3.0,0.0,27.0,3,0.3333333333333333,0.3333333333333333,1.0,37.666666666666664
2019_16,1,1,0.0,0.0,1.0,6.0,4.0,0.0,0.0,15.0,3,0.6666666666666666,0.3333333333333333,1.0,47.666666666666664
2019_17,1,1,1.0,1.0,1.0,6.0,10.0,3.0,0.0,32.0,3,0.6666666666666666,0.6666666666666666,1.0,41.0
2019_18,1,1,0.0,1.0,1.0,4.0,8.0,1.0,0.0,26.0,3,0.6666666666666666,0.3333333333333333,1.0,35.666666666666664
2019_19,1,1,0.0,1.0,1.0,9.0,6.0,2.0,11.0,25.0,3,0.3333333333333333,0.6666666666666666,1.0,29.0
2019_20,1,1,0.0,0.0,1.0,4.0,5.0,2.0,0.0,18.0,3,0.0,0.3333333333333333,1.0,24.333333333333332
2019_21,1,1,1.0,1.0,1.0,11.0,7.0,4.0,0.0,40.0,3,0.3333333333333333,0.3333333333333333,1.0,31.333333333333332
2020_01,1,2,0.0,0.5,1.0,7.5,10.0,0.5,0.0,31.0,0,0.0,0.0,0.0,0.0
2020_02,1,3,0.3333333333333333,0.3333333333333333,1.0,10.0,10.0,1.0,5.0,38.666666666666664,1,1.0,0.0,1.0,54.0
2020_03,1,2,0.0,0.5,1.0,2.0,4.0,0.0,0.0,15.0,2,1.0,0.0,1.0,34.5
2020_04,1,2,1.0,0.0,1.0,11.5,7.0,1.0,0.0,39.5,3,0.6666666666666666,0.0,1.0,28.666666666666668
2020_05,1,3,1.0,0.0,1.0,10.333333333333334,7.333333333333333,1.3333333333333333,3.0,38.0,3,0.6666666666666666,0.0,1.0,22.333333333333332
2020_06,1,2,1.0,0.5,1.0,7.0,3.0,0.5,0.0,25.5,3,0.3333333333333333,0.0,1.0,24.0
2020_07,1,2,1.0,0.0,1.0,8.0,10.5,0.0,0.0,39.5,3,0.3333333333333333,0.0,1.0,24.666666666666668
2020_08,1,2,0.5,0.5,1.0,5.0,10.5,2.5,1.0,28.5,3,0.3333333333333333,0.0,1.0,21.0
2020_09,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.6666666666666666,0.0,1.0,28.0
2020_10,1,2,0.5,0.5,1.0,6.5,7.5,1.0,0.0,28.5,3,1.0,0.0,1.0,36.333333333333336
2020_11,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,0.3333333333333333,1.0,41.666666666666664
2020_12,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,0.6666666666666666,1.0,38.666666666666664
2020_13,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.6666666666666666,0.6666666666666666,1.0,29.333333333333332
2020_14,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.6666666666666666,0.6666666666666666,1.0,28.333333333333332
2020_15,1,2,0.5,0.5,1.0,18.5,8.0,1.0,0.0,56.0,3,0.3333333333333333,0.6666666666666666,1.0,41.0
2020_16,1,3,0.6666666666666666,0.3333333333333333,1.0,13.666666666666666,6.333333333333333,1.0,0.0,47.666666666666664,3,0.6666666666666666,0.6666666666666666,1.0,46.0
2020_17,1,2,0.5,0.5,1.0,6.0,7.5,2.0,0.0,27.0,3,0.6666666666666666,0.6666666666666666,1.0,47.333333333333336
2021_01,1,3,1.0,0.3333333333333333,1.0,12.0,6.666666666666667,0.6666666666666666,6.666666666666667,44.666666666666664,0,0.0,0.0,0.0,0.0
2021_02,1,1,1.0,1.0,1.0,9.0,10.0,1.0,19.0,37.0,1,1.0,1.0,1.0,27.0
2021_03,1,1,0.0,0.0,1.0,1.0,10.0,4.0,44.0,16.0,2,1.0,0.5,1.0,39.5
2021_04,1,3,0.6666666666666666,0.3333333333333333,1.0,6.0,4.0,1.0,0.3333333333333333,23.333333333333332,3,1.0,0.3333333333333333,1.0,30.0
2021_05,1,2,0.5,0.5,1.0,13.0,8.5,3.5,0.0,38.0,3,1.0,0.0,1.0,26.0
2021_06,1,2,0.5,0.5,1.0,17.0,7.0,1.5,0.0,54.5,3,0.6666666666666666,0.0,1.0,10.333333333333334
2021_07,1,2,0.5,1.0,1.0,10.0,9.0,2.0,0.0,38.0,3,0.6666666666666666,0.0,1.0,29.333333333333332
2021_08,1,3,0.6666666666666666,0.0,1.0,5.666666666666667,6.333333333333333,1.0,12.333333333333334,26.333333333333332,3,0.3333333333333333,0.0,1.0,29.333333333333332
2021_09,1,3,0.6666666666666666,0.0,1.0,6.0,5.0,0.6666666666666666,17.666666666666668,26.0,3,0.3333333333333333,0.0,1.0,30.666666666666668
2021_10,1,3,0.6666666666666666,0.0,1.0,5.333333333333333,6.666666666666667,1.3333333333333333,6.0,25.666666666666668,3,0.3333333333333333,0.0,1.0,19.0
